snr1_db,metric1,snr2_db,metric2,amp
16.560240,1.24043548e+00,0.000000,nan,0.001
16.436382,1.17401135e+00,0.000000,nan,0.001
16.539713,1.19682276e+00,0.000000,nan,0.001
16.582605,1.21433902e+00,0.000000,nan,0.001
16.593306,1.23960769e+00,0.000000,nan,0.001
16.501200,1.29152966e+00,0.000000,nan,0.001
16.519289,1.31894016e+00,0.000000,nan,0.001
16.654039,1.31894016e+00,0.000000,nan,0.001
16.497517,1.21488452e+00,0.000000,nan,0.001
16.588818,1.26617742e+00,0.000000,nan,0.001
16.623138,1.22882509e+00,0.000000,nan,0.001
16.534124,1.27795422e+00,0.000000,nan,0.001
16.691689,1.17991424e+00,0.000000,nan,0.001
17.090584,1.23982084e+00,0.000000,nan,0
17.090584,1.23982084e+00,0.000000,nan,0
17.090584,1.23982084e+00,0.000000,nan,0
17.090584,1.23982084e+00,0.000000,nan,0
17.090584,1.23982084e+00,0.000000,nan,0
17.090584,1.23982084e+00,0.000000,nan,0
17.090584,1.23982084e+00,0.000000,nan,0
17.090584,1.23982084e+00,0.000000,nan,0
17.090584,1.23982084e+00,0.000000,nan,0
17.090584,1.23982084e+00,0.000000,nan,0
17.090584,1.23982084e+00,0.000000,nan,0
17.090584,1.23982084e+00,0.000000,nan,0
17.090584,1.23982084e+00,0.000000,nan,0
17.090584,1.23982084e+00,0.000000,nan,0
17.090584,1.23982370e+00,0.000000,nan,0
17.090584,1.23982084e+00,0.000000,nan,0
17.090584,1.23982084e+00,0.000000,nan,0
17.090584,1.23982084e+00,0.000000,nan,0
17.090584,1.23982084e+00,0.000000,nan,0
17.090584,1.23982084e+00,0.000000,nan,0
17.090584,1.23982084e+00,0.000000,nan,0
17.090584,1.23982084e+00,0.000000,nan,0
17.090584,1.23982084e+00,0.000000,nan,0
17.090584,1.23982084e+00,0.000000,nan,0
17.090584,1.23982084e+00,0.000000,nan,0
17.090584,1.23982084e+00,0.000000,nan,0
17.090584,1.23982084e+00,0.000000,nan,0
17.090584,1.23982084e+00,0.000000,nan,0
17.090584,1.23982084e+00,0.000000,nan,0
17.090584,1.23982084e+00,0.000000,nan,0
17.090584,1.23982668e+00,0.000000,nan,0
17.090584,1.23982084e+00,0.000000,nan,0
17.090584,1.23982084e+00,0.000000,nan,0
17.090584,1.23982084e+00,0.000000,nan,0
17.090584,1.23982084e+00,0.000000,nan,0
17.090584,1.23982084e+00,0.000000,nan,0
17.090584,1.23982084e+00,0.000000,nan,0
17.090584,1.23982084e+00,0.000000,nan,0
17.090584,1.23982370e+00,0.000000,nan,0
17.090584,1.23982084e+00,0.000000,nan,0
17.090584,1.23982084e+00,0.000000,nan,0
17.090584,1.23982084e+00,0.000000,nan,0
17.090584,1.23982084e+00,0.000000,nan,0
17.090584,1.23982084e+00,0.000000,nan,0
17.090584,1.23982084e+00,0.000000,nan,0
17.090584,1.23982084e+00,0.000000,nan,0
17.090584,1.23982084e+00,0.000000,nan,0
17.090584,1.23982084e+00,0.000000,nan,0
17.090584,1.23982084e+00,0.000000,nan,0
17.090584,1.23982084e+00,0.000000,nan,0
17.090584,1.23982084e+00,0.000000,nan,0
17.090584,1.23982084e+00,0.000000,nan,0
-8.220139,1.13698101e+00,-7.092953,9.82807636e+00,2
-8.220139,1.13698101e+00,-4.197640,3.46744561e+00,2
-3.752619,1.38942158e+00,-4.197640,3.46744561e+00,2
-13.594360,3.33469748e+00,-6.081236,2.49912548e+00,2
-13.594360,3.33469748e+00,-6.081236,2.49912548e+00,2
-12.379082,1.97202921e+00,-0.585251,2.41689181e+00,2
-4.460258,1.77307427e+00,-1.174239,1.31741476e+00,2
-7.416827,2.01185679e+00,-5.871878,5.82067680e+00,2
-3.772482,9.96968687e-01,-8.676121,1.89994466e+00,2
-1.258323,4.14658976e+00,-8.676121,1.89994466e+00,2
-1.258323,4.14658976e+00,-9.894046,1.64586365e+00,2
-5.598696,9.64768231e-01,-9.894046,1.64586365e+00,2
-5.598696,9.64768231e-01,-9.894046,1.64586365e+00,2
-5.598696,9.64768231e-01,-9.894046,1.64586365e+00,2
-5.598696,9.64768231e-01,-9.894046,1.64586365e+00,2
-5.598696,9.64768231e-01,0.233344,1.24098701e+01,2
-10.963580,3.56731105e+00,0.233344,1.24098701e+01,2
-10.963580,3.56731105e+00,-3.128962,2.09089017e+00,2
-10.963580,3.56731105e+00,-3.297353,2.07284164e+00,2
-6.121031,1.38213801e+00,-15.263569,3.11716413e+00,2
-6.121031,1.38213801e+00,-5.874419,5.82368898e+00,2
-6.121031,1.38213801e+00,-2.928774,2.17056680e+00,2
-6.121031,1.38213801e+00,-12.338827,1.51751721e+00,2
-6.121031,1.38213801e+00,-7.384854,6.59497166e+00,2
-6.121031,1.38213801e+00,-7.384854,6.59497166e+00,2
1.402357,1.95258331e+00,-2.837706,2.98009825e+00,2
1.893773,8.17253017e+00,-7.856863,1.75519192e+00,2
1.893773,8.17253017e+00,-2.635913,3.62523890e+00,2
-7.626535,1.39274716e+00,-6.854261,1.78601301e+00,2
-7.626535,1.39274716e+00,-11.843702,2.02196336e+00,2
-22.943251,1.79247940e+00,-26.616234,1.48323095e+00,2
-24.713917,2.73753810e+00,-4.310471,1.58571458e+00,2
-12.542327,1.20516002e+00,-4.743775,7.88447082e-01,2
-2.724052,1.63808346e+00,-4.950555,5.24712706e+00,2
-8.446898,3.02151704e+00,-3.017393,1.56791496e+00,2
-8.446898,3.02151704e+00,-5.030733,3.06947374e+00,2
-19.803820,5.15391445e+00,-4.312428,2.24734235e+00,2
-0.051001,1.25925398e+00,-7.389340,1.48857307e+00,2
-0.051001,1.25925398e+00,-1.107317,3.42855215e+00,2
-14.843489,1.81028688e+00,-1.107317,3.42855215e+00,2
-14.843489,1.81028688e+00,-1.107317,3.42855215e+00,2
-14.843489,1.81028688e+00,-18.249472,2.17790604e+00,2
-3.227484,1.84241772e+00,-18.249472,2.17790604e+00,2
-13.415473,1.73699868e+00,-18.249472,2.17790604e+00,2
-13.415473,1.73699868e+00,-18.249472,2.17790604e+00,2
-7.485721,1.16373789e+00,-18.249472,2.17790604e+00,2
-7.485721,1.16373789e+00,-2.922401,1.69950438e+00,2
-13.764639,1.16371083e+00,-2.492957,3.05670333e+00,2
-13.764639,1.16371083e+00,-39.474491,5.54455614e+00,2
-13.764639,1.16371083e+00,-39.474491,5.54455614e+00,2
-14.652554,1.76546085e+00,-8.301846,5.23567963e+00,2
-2.723342,1.14362895e+00,-1.758343,1.62689686e+00,2
-2.723342,1.14362895e+00,-1.758343,1.62689686e+00,2
-15.689998,4.99520016e+00,-13.049799,2.37969947e+00,2
-10.232570,2.85414958e+00,-5.889485,1.11440551e+00,2
-9.640444,2.10352969e+00,-4.194242,1.79187942e+00,2
-9.640444,2.10352969e+00,-4.194242,1.79187942e+00,2
-3.973791,2.86590743e+00,-4.194242,1.79187942e+00,2
-13.049890,2.79527640e+00,-7.685405,1.82495928e+00,2
-13.049890,2.79527640e+00,-7.685405,1.82495928e+00,2
-0.037769,3.84936666e+00,-2.660834,2.05591702e+00,2
-0.037769,3.84936666e+00,-2.660834,2.05591702e+00,2
-8.058460,1.99723971e+00,-3.325834,1.81642306e+00,2
-3.641645,3.06227469e+00,-14.663463,2.54302526e+00,2
-3.641645,3.06227469e+00,-5.949869,1.43051589e+00,2
-3.641645,3.06227469e+00,-3.197252,2.84675288e+00,2
-1.593033,1.60456550e+00,-8.592275,1.07263529e+00,2
-12.110526,5.61095810e+00,-3.383270,1.32048833e+00,5
-12.110526,5.61095810e+00,-3.383270,1.32048833e+00,5
-6.653406,1.12784302e+00,-0.609561,3.84345603e+00,5
-4.958855,1.39652336e+00,-2.308373,2.79169393e+00,5
-4.958855,1.39652336e+00,-2.308373,2.79169393e+00,5
-4.958855,1.39652336e+00,-2.228346,2.60213161e+00,5
-1.877104,1.61920977e+00,-4.716673,2.21016788e+00,5
-9.919754,2.68494463e+00,-3.103207,2.86406946e+00,5
-9.919754,2.68494463e+00,3.531841,3.64226794e+00,5
-4.622893,1.32975817e+00,-6.806507,1.56517959e+00,5
-8.382359,2.03304219e+00,-6.806507,1.56517959e+00,5
-18.552820,1.62521696e+00,-6.806507,1.56517959e+00,5
-3.545054,3.01820636e+00,-6.806507,1.56517959e+00,5
-3.545054,3.01820636e+00,-6.806507,1.56517959e+00,5
-3.545054,3.01820636e+00,-8.758641,3.09437132e+00,5
-3.545054,3.01820636e+00,-4.806765,1.67805493e+00,5
-3.545054,3.01820636e+00,-13.922405,2.16937304e+00,5
-3.545054,3.01820636e+00,-13.922405,2.16937304e+00,5
-6.508049,6.08797789e+00,-1.824135,8.30304265e-01,5
-6.508049,6.08797789e+00,-5.219270,1.47563481e+00,5
-6.508049,6.08797789e+00,-12.255561,4.49183369e+00,5
-6.508049,6.08797789e+00,-18.138805,1.31917489e+00,5
-7.561263,3.77431464e+00,-18.138805,1.31917489e+00,5
-7.561263,3.77431464e+00,-9.779778,1.72085559e+00,5
-7.561263,3.77431464e+00,-9.779778,1.72085559e+00,5
-7.561263,3.77431464e+00,-9.779778,1.72085559e+00,5
0.862621,2.93747330e+00,-9.779778,1.72085559e+00,5
0.862621,2.93747330e+00,-9.779778,1.72085559e+00,5
0.862621,2.93747330e+00,-9.779778,1.72085559e+00,5
-7.032284,3.66307998e+00,1.658901,2.06388736e+00,5
-7.032284,3.66307998e+00,1.658901,2.06388736e+00,5
-12.037018,2.81462288e+00,1.658901,2.06388736e+00,5
-5.702146,1.75346851e+00,1.658901,2.06388736e+00,5
-4.580025,1.65349305e+00,1.658901,2.06388736e+00,5
-15.620546,1.63002288e+00,1.658901,2.06388736e+00,5
-5.670605,3.35784054e+00,1.658901,2.06388736e+00,5
-5.670605,3.35784054e+00,0.277035,1.36040010e+01,5
-28.935604,1.75528765e+00,0.277035,1.36040010e+01,5
-0.412920,1.53357279e+00,-2.705581,1.72436476e+00,5
-0.412920,1.53357279e+00,-2.705581,1.72436476e+00,5
-0.412920,1.53357279e+00,-1.099573,3.92271495e+00,5
-0.412920,1.53357279e+00,-1.099573,3.92271495e+00,5
-21.108578,2.54578781e+00,-1.099573,3.92271495e+00,5
-14.904407,5.78131247e+00,0.000000,nan,10
-14.904407,5.78131247e+00,0.000000,nan,10
-14.904407,5.78131247e+00,0.000000,nan,10
-5.541770,1.89136028e+00,0.000000,nan,10
-5.541770,1.89136028e+00,-6.415384,4.94891930e+00,10
-6.810974,2.37650347e+00,-6.415384,4.94891930e+00,10
-6.810974,2.37650347e+00,-6.415384,4.94891930e+00,10
-2.770462,1.60973752e+00,-7.161705,7.43951416e+00,10
-9.043275,2.64931965e+00,-7.267529,1.34166038e+00,10
-9.043275,2.64931965e+00,-7.267529,1.34166038e+00,10
-9.064908,2.04175687e+00,-0.191009,2.76535773e+00,10
-9.064908,2.04175687e+00,-0.191009,2.76535773e+00,10
-2.133916,2.63334656e+00,-4.828148,1.37763774e+00,10
-6.207308,7.24810743e+00,-6.368368,2.66305947e+00,10
-6.207308,7.24810743e+00,-6.368368,2.66305947e+00,10
-5.255237,1.22399366e+00,-7.420626,8.97126198e-01,10
-5.255237,1.22399366e+00,-7.420626,8.97126198e-01,10
-5.255237,1.22399366e+00,-7.420626,8.97126198e-01,10
-5.255237,1.22399366e+00,-8.016177,1.82027626e+00,10
-5.956605,1.32729578e+00,-18.407993,1.42204380e+00,10
-5.956605,1.32729578e+00,-0.969452,3.15902781e+00,10
-10.816747,1.52809310e+00,-7.510858,1.48794484e+00,10
-5.623601,3.65714955e+00,-4.955824,2.53201532e+00,10
-3.427988,5.76819992e+00,-4.955824,2.53201532e+00,10
-3.427988,5.76819992e+00,-6.114588,2.21958113e+00,10
-3.427988,5.76819992e+00,-6.114588,2.21958113e+00,10
0.886064,2.92827630e+00,0.397283,1.83046579e+00,10
0.886064,2.92827630e+00,-4.806888,2.09223533e+00,10
0.886064,2.92827630e+00,-13.699117,3.37354851e+00,10
-9.031995,3.67369890e+00,-13.699117,3.37354851e+00,10
-9.031995,3.67369890e+00,-13.699117,3.37354851e+00,10
-15.922653,2.77129245e+00,-17.653690,4.35885239e+00,10
-5.461481,1.76328564e+00,-6.464070,1.44842887e+00,10
-5.461481,1.76328564e+00,-6.464070,1.44842887e+00,10
-4.743789,1.68362999e+00,-6.464070,1.44842887e+00,10
-4.743789,1.68362999e+00,-3.829822,1.25381982e+00,10
-4.743789,1.68362999e+00,-3.829822,1.25381982e+00,10
-12.220326,1.75803971e+00,-19.991346,2.32529354e+00,10
-0.325044,1.55523610e+00,-19.991346,2.32529354e+00,10
-0.325044,1.55523610e+00,-19.991346,2.32529354e+00,10
-0.325044,1.55523610e+00,-19.704809,1.60678244e+00,10
-25.412996,2.55820537e+00,-7.137131,1.93266368e+00,10
-6.034572,1.53060865e+00,-12.083414,4.50792217e+00,10
-11.138812,1.25214005e+00,-6.284663,5.03012991e+00,10
-11.138812,1.25214005e+00,-0.082194,1.79052413e+00,10
-11.138812,1.25214005e+00,-12.121067,4.16823912e+00,10
-0.290162,8.91488254e-01,-0.851535,8.85785341e-01,10
-0.290162,8.91488254e-01,-9.644669,1.52016497e+00,10
-1.433574,7.37206602e+00,-4.276147,1.15799081e+00,10
-11.341210,1.09850168e+00,-5.946416,1.22333062e+00,10
-4.870652,1.06268466e+00,-5.946416,1.22333062e+00,10
-4.870652,1.06268466e+00,-5.946416,1.22333062e+00,10
-4.870652,1.06268466e+00,-3.887397,2.01287723e+00,10
-4.870652,1.06268466e+00,-10.964704,1.53023028e+00,10
-13.385266,3.36016798e+00,-12.530553,1.62618828e+00,10
-13.385266,3.36016798e+00,-12.530553,1.62618828e+00,10
-4.675996,1.88432968e+00,0.869617,3.24531841e+00,10
-8.039743,2.69130135e+00,0.869617,3.24531841e+00,10
-8.039743,2.69130135e+00,-13.483638,1.93209534e+01,10
-8.039743,2.69130135e+00,-1.657341,1.92274261e+00,10
-4.825562,1.22995389e+00,-2.419740,2.67650390e+00,10
-4.825562,1.22995389e+00,-3.638539,2.19036841e+00,10
-4.825562,1.22995389e+00,-3.638539,2.19036841e+00,10
-4.825562,1.22995389e+00,-3.638539,2.19036841e+00,10
-4.825562,1.22995389e+00,-2.155999,3.12847257e+00,10
1.135414,1.56794155e+00,-6.467640,1.26261306e+00,10
1.135414,1.56794155e+00,-6.467640,1.26261306e+00,10
-5.856231,1.14243948e+00,-5.838274,1.62586915e+00,10
-5.856231,1.14243948e+00,-5.838274,1.62586915e+00,10
-5.856231,1.14243948e+00,0.622848,2.79021096e+00,10
